event	aspect	pos_docs	neg_docs
great fire of london	when	4184690	7839782
great fire of london	when	4184690	8307606
great fire of london	when	4184690	4699065
great fire of london	when	4184690	4289959
great fire of london	when	4184690	8535207
great fire of london	when	4184690	499024
great fire of london	when	4184690	1542802
great fire of london	when	4184690	6730987
great fire of london	when	4184690	1855851
great fire of london	when	4184690	2483029
great fire of london	when	4184690	6077311
great fire of london	when	4184690	8164993
great fire of london	when	4184690	7391254
great fire of london	when	4184690	1316483
great fire of london	when	4184690	8189924
great fire of london	when	4184690	7462918
great fire of london	when	4184690	7720770
great fire of london	when	4184690	1511230
great fire of london	when	4184690	6016065
great fire of london	when	4184690	8063678
great fire of london	when	4184690	6034754
great fire of london	when	4184690	6837649
great fire of london	when	4184690	2940503
great fire of london	when	4184690	5406866
great fire of london	when	4184690	5441742
great fire of london	when	4184690	5914883
great fire of london	when	4184690	1076157
great fire of london	when	4184690	3531895
great fire of london	when	4184690	2259881
great fire of london	when	4184690	5452674
great fire of london	when	4184690	3490156
great fire of london	when	4184690	3495699
great fire of london	when	4184690	3777627
great fire of london	when	4184690	8071510
great fire of london	when	4184690	7871082
great fire of london	when	4184690	6226541
great fire of london	when	4184690	6788723
great fire of london	when	4184690	6568348
great fire of london	when	4184690	1509449
great fire of london	when	4184690	7880162
great fire of london	when	4184690	5898
great fire of london	when	4184690	7815230
great fire of london	when	4184690	8683117
great fire of london	when	4184690	6568347
great fire of london	when	4184690	6426844
great fire of london	when	4184690	4408873
great fire of london	when	4184690	250513
great fire of london	when	4184690	8683121
great fire of london	when	4184690	1032647
great fire of london	when	4184690	8089786
great fire of london	when	4184690	1861834
great fire of london	when	4184690	835858
great fire of london	when	4184690	1076153
great fire of london	when	4184690	5634870
great fire of london	when	4184690	587287
great fire of london	when	4184690	105092
great fire of london	when	4184690	960762
great fire of london	when	4184690	6433051
great fire of london	when	4184690	350311
great fire of london	when	4184690	1280047
great fire of london	when	4184690	7462925
great fire of london	when	4184690	8179022
great fire of london	when	4184690	4791565
great fire of london	when	4184690	2744754
great fire of london	when	4184690	7025854
great fire of london	when	4184690	7391255
great fire of london	when	4184690	8835188
great fire of london	when	4184690	2171252
great fire of london	when	4184690	4824231
great fire of london	when	4184690	2610326
great fire of london	when	4184690	1368030
great fire of london	when	4184690	6016620
great fire of london	when	4184690	7978965
great fire of london	when	4184690	7828492
great fire of london	when	4184690	956328
great fire of london	when	4184690	7793817
great fire of london	when	4184690	8829458
great fire of london	when	4184690	8470950
great fire of london	when	4184690	5380860
great fire of london	when	4184690	6788719
great fire of london	when	4184690	545474
great fire of london	when	4184690	2676993
great fire of london	when	4184690	5634872
great fire of london	when	4184690	5561137
great fire of london	when	4184690	6945817
great fire of london	when	4184690	2526876
great fire of london	when	4184690	2605780
great fire of london	when	4184690	1468519
great fire of london	when	4184690	3393539
great fire of london	when	4184690	1915679
great fire of london	when	4184690	5715296
great fire of london	when	4184690	5303643
great fire of london	when	4184690	1543652
great fire of london	when	4184690	6016616
great fire of london	when	4184690	6426846
great fire of london	when	4184690	5101604
great fire of london	when	4184690	7475859
great fire of london	when	4184690	7984287
great fire of london	when	4184690	7034601
great fire of london	when	4184690	4163016
great fire of london	when	4184690	8456712
great fire of london	when	4184690	5897217
great fire of london	when	4184690	6312924
great fire of london	when	4184690	7122256
great fire of london	when	4184690	8272575
great fire of london	when	4184690	5580012
great fire of london	when	4184690	3936199
great fire of london	when	4184690	6555087
great fire of london	when	4184690	786579
great fire of london	when	4184690	637593
great fire of london	when	4184690	3437217
great fire of london	when	4184690	5512228
great fire of london	when	4184690	7727278
great fire of london	when	4184690	2259877
great fire of london	when	4184690	6521910
great fire of london	when	4184690	8683116
great fire of london	when	4184690	3670789
great fire of london	when	4184690	1144753
great fire of london	when	4184690	6231415
great fire of london	when	4184690	3969294
great fire of london	when	4184690	7403413
great fire of london	when	4184690	5962514
